X,Site.Code,Site,Subsite,Sampling.Time,Plot.ID,Unique.ID,Ocean,Coast,Latitude,Longitude,Temperature.C,Salinity.ppt,Mean.Fetch,PopDens2,GenotypicRichness,AllelicRichness,Leaf.PercN,Leaf.PercC,Shoots.Zmarina.per.m2,Mean.Sheath.Width.cm.,Mean.Shealth.Length.cm.,Mean.Longest.Leaft.Length.cm.,Mean.Above.Zmarina.g,Mean.Below.Zmarina.g,total.macrophytes.g,Gastropoda.mesograzer.plot.abund,Gastropoda.mesograzer.plot.abund.std.g,Gastropoda.mesograzer.plot.biomass.mg,Gastropoda.mesograzer.plot.biomass.std.mg.g,Gastropoda.mesograzer.plot.richness,Insecta.mesograzer.plot.abund,Insecta.mesograzer.plot.abund.std.g,Insecta.mesograzer.plot.biomass.mg,Insecta.mesograzer.plot.biomass.std.mg.g,Insecta.mesograzer.plot.richness,Malacostraca.mesograzer.plot.abund,Malacostraca.mesograzer.plot.abund.std.g,Malacostraca.mesograzer.plot.biomass.mg,Malacostraca.mesograzer.plot.biomass.std.mg.g,Malacostraca.mesograzer.plot.richness,Polychaeta.mesograzer.plot.abund,Polychaeta.mesograzer.plot.abund.std.g,Polychaeta.mesograzer.plot.biomass.mg,Polychaeta.mesograzer.plot.biomass.std.mg.g,Polychaeta.mesograzer.plot.richness,Polyplacophora.mesograzer.plot.abund,Polyplacophora.mesograzer.plot.abund.std.g,Polyplacophora.mesograzer.plot.biomass.mg,Polyplacophora.mesograzer.plot.biomass.std.mg.g,Polyplacophora.mesograzer.plot.richness,mesograzer.total.plot.abund,mesograzer.total.plot.biomass.mg,mesograzer.total.plot.richness,mesograzer.total.plot.abund.std.g,mesograzer.total.plot.biomass.std.mg.g,Gastropoda.mesograzer.site.richness,Insecta.mesograzer.site.richness,Malacostraca.mesograzer.site.richness,Polychaeta.mesograzer.site.richness,Polyplacophora.mesograzer.site.richness,mesograzer.total.site.richness,epifauna.total.plot.abund,epifauna.total.plot.biomass.mg,epifauna.total.plot.abund.std.g,epifauna.total.plot.biomass.std.mg.g,Zostera.production,epibiota.filter,epibiota.zostera.marina,periphyton.mass.per.g.zostera
45,BC,BC.A,A,1,5,BC.A.1.5,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.8232588769999998,35.59636688,NA,0.74,16.55,58.24,64,82,11.309,12,1.06110177734548,79.1735,7.00092846405518,1,0,0,0,0,0,20,1.76850296224246,19.6071,1.73376072154921,1,15,1.32637722168185,127.6123,11.2841365284287,1,0,0,0,0,0,47,226.3929,3,4.15598196126978,20.0188257140331,6,0,10,2,0,18,59,229.6451,5.21708373861526,20.3064019807233,NA,0.0411,3.0574,0.013442794531301105
46,BC,BC.A,A,1,6,BC.A.1.6,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.696583986,35.7595253,95.49274255,0.72,20.04,54.26,9.5,48.5,11.278,13,1.15268664656854,56.484,5.00833481113673,1,0,0,0,0,0,20,1.77336407164391,19.877,1.7624578826033,1,3,0.266004610746586,12.0175,1.06557013654903,1,0,0,0,0,0,36,88.3785,3,3.19205532895903,7.83636283028906,6,0,10,2,0,18,51,107.1967,4.52207838269197,9.50493881893953,1913.674560702,0.0275,2.0704,0.013282457496136013
47,BC,BC.A,A,1,7,BC.A.1.7,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.467096329,36.47344208,159.1545709,0.72,13.882,50.95,40,52.5,14.590260554,18,1.23369969531251,88.6014,6.07264001023679,1,0,0,0,0,0,46,3.15278811024309,118.4411,8.1178193879155,1,12,0.822466463541676,92.5525,6.34344394724508,1,0,0,0,0,0,76,299.595,3,5.20895426909728,20.5339033453974,6,0,10,2,0,18,85,301.0999,5.82580411675354,20.6370474938127,2209.3837532338,0.0449,2.3312,0.019260466712422788
48,BC,BC.A,A,1,8,BC.A.1.8,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,3.019078732,36.34653091,31.83091418,0.76,14.09,64.12,40,19,17.092491758,17,0.994588749299428,114.7369,6.71270763938197,1,0,0,0,0,0,48,2.80825058625721,43.7109,2.55731584480896,1,10,0.585052205470252,36.3036,2.12395012465098,1,0,0,0,0,0,75,194.7514,3,4.38789154102689,11.3939736088419,6,0,10,2,0,18,85,197.7176,4.97294374649714,11.5675117940285,448.4975807962,0.0512,2.7178,0.018838766649495915
49,BC,BC.A,A,1,9,BC.A.1.9,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.435156822,35.87451935,31.83091418,0.74,18.95,68.312,NA,NA,22.025,23,1.04426787741203,123.9217,5.62641089670829,1,0,0,0,0,0,45,2.04313280363224,115.4791,5.24309194097616,1,13,0.590238365493757,50.3311,2.28518047673099,1,0,0,0,0,0,81,289.7319,3,3.67763904653803,13.1546833144154,6,0,10,2,0,18,83,290.0179,3.76844494892168,13.1676685584563,603.195823711,0.0152,2.547,0.00596780526109148
50,BC,BC.A,A,1,10,BC.A.1.10,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.623648167,35.26968002,95.49274255,0.78,24.84,85.65,NA,NA,13.996,35,2.50071448985424,165.169,11.8011574735639,1,0,0,0,0,0,15,1.0717347813661,19.2183,1.37312803658188,1,10,0.71448985424407,58.3966,4.17237782223492,1,0,0,0,0,0,60,242.7839,3,4.28693912546442,17.3466633323807,6,0,10,2,0,18,68,243.4308,4.85853100885967,17.3928836810517,2372.039724942,0.0288,3.8295,0.007520564042303173
51,BC,BC.A,A,1,11,BC.A.1.11,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.846409321,35.29810715,31.83091418,0.71,11.45,44.34,NA,NA,5.71,9,1.57618213660245,29.3226,5.13530647985989,1,0,0,0,0,0,9,1.57618213660245,52.5579,9.20453590192645,1,3,0.525394045534151,25.6511,4.49231173380035,1,0,0,0,0,0,21,107.5316,3,3.67775831873905,18.8321541155867,6,0,10,2,0,18,28,109.1863,4.90367775831874,19.1219439579685,364.463967361,0.0081,1.3993,0.00578860859000929
52,BC,BC.A,A,1,12,BC.A.1.12,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,3.02150321,35.8368721,63.66182837,0.61,10.72,50.51,NA,NA,7.461,20,2.68060581691462,98.8496,13.2488406379842,1,0,0,0,0,0,20,2.68060581691462,41.0797,5.50592413885538,1,20,2.68060581691462,269.8683,36.170526739043,1,0,0,0,0,0,60,409.7976,3,8.04181745074387,54.9252915158826,6,0,10,2,0,18,71,452.7162,9.51615065004691,60.6776839565742,682.4548001264,0.0366,1.4485,0.025267518122195378
53,BC,BC.A,A,1,13,BC.A.1.13,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.984757185,35.34183121,31.83091418,0.73,17.93,54.05,NA,NA,4.398,5,1.1368804001819,7.5577,1.71844020009095,1,0,0,0,0,0,14,3.18326512050932,24.894,5.66030013642565,1,0,0,0,0,0,0,0,0,0,0,19,32.4517,2,4.32014552069122,7.3787403365166,6,0,10,2,0,18,24,33.3846,5.45702592087312,7.59085948158254,570.7282912474,0.0277,1.8703,0.014810458215259583
54,BC,BC.A,A,1,14,BC.A.1.14,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,3.054570675,35.75156021,95.49274255,0.7,15.03,58.36,NA,NA,10.323,15,1.453065969195,57.533,5.57328296037973,1,0,0,0,0,0,21,2.034292356873,41.6351,4.03323646226872,1,5,0.484355323065,13.7795,1.33483483483483,1,0,0,0,0,0,41,112.9476,3,3.971713649133,10.9413542574833,6,0,10,2,0,18,49,116.2815,4.746682166037,11.2643126997966,1435.2559205265,0.0334,2.0659,0.01616728786485309
55,BC,BC.A,A,1,15,BC.A.1.15,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,3.127626181,37.01230621,NA,0.55,10.88,45.51,NA,NA,NA,4,0,32.1285,0,1,0,0,0,0,0,13,0,2.2162,0,1,1,0,11.78,0,1,0,0,0,0,0,18,46.1247,3,0,0,6,0,10,2,0,18,19,46.2677,0,0,NA,0.0132,1.0063,0.013117360628043327
56,BC,BC.A,A,1,16,BC.A.1.16,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.782589436,33.63310623,31.83091418,0.66,12.96,50.15,NA,NA,8.996,12,1.33392618941752,53.4559,5.94218541574033,1,0,0,0,0,0,30,3.3348154735438,41.2113,4.58106936416185,1,7,0.778123610493553,32.8054,3.64666518452646,1,0,0,0,0,0,49,127.4726,3,5.44686527345487,14.1699199644286,6,0,10,2,0,18,72,131.6332,8.00355713650511,14.6324144064028,412.5286477728,0.0424,1.7422,0.02433704511537137
57,BC,BC.A,A,1,17,BC.A.1.17,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.633026361,34.50993729,NA,0.76,15.16,51.65,NA,NA,1.974,2,1.01317122593718,13.9002,7.04164133738602,1,0,0,0,0,0,7,3.54609929078014,1.6864,0.854305977710233,1,4,2.02634245187437,15.2608,7.73090172239108,1,0,0,0,0,0,13,30.8474,3,6.58561296859169,15.6268490374873,6,0,10,2,0,18,16,32.4803,8.10536980749747,16.4540526849037,NA,0.0162,2.2968,0.007053291536050156
58,BC,BC.A,A,1,18,BC.A.1.18,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,3.255306244,37.59901428,95.49274255,0.73,15.91,45.84,NA,NA,3.976,9,2.2635814889336,56.5656,14.2267605633803,1,0,0,0,0,0,20,5.03018108651911,3.3699,0.847560362173038,1,13,3.26961770623742,28.6153,7.19700704225352,1,0,0,0,0,0,42,88.5508,3,10.5633802816901,22.2713279678068,6,0,10,2,0,18,45,88.9798,11.317907444668,22.3792253521127,1519.2895339705,0.0632,1.6456,0.038405444822557123
59,BC,BC.A,A,1,19,BC.A.1.19,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,2.942542553,36.82046127,NA,0.76,17.54,58.26,NA,NA,9.507,12,1.2622278321237,53.6189,5.63993899232145,1,0,0,0,0,0,12,1.2622278321237,33.182,3.49027032712738,1,6,0.631113916061849,81.2085,8.54196907541811,1,0,0,0,0,0,30,168.0094,3,3.15556958030925,17.6721783948669,6,0,10,2,0,18,31,168.1524,3.26075523298622,17.6872199431997,NA,0.0304,2.6848,0.01132300357568534
60,BC,BC.A,A,1,20,BC.A.1.20,Pacific,East Pacific,49,-123.1,24.5,26,7.3,5,1,5.2,3.01196146,36.56319427,63.66182837,1.08,21.14,89.25,NA,NA,18.987,16,0.842681834939696,67.3834,3.54892294727972,1,0,0,0,0,0,28,1.47469321114447,18.8233,0.991378311476273,1,10,0.52667614683731,80.6963,4.25008163480276,1,0,0,0,0,0,54,166.903,3,2.84405119292147,8.79038289355875,6,0,10,2,0,18,58,167.475,3.0547216516564,8.82050876915785,1345.8110517418,0.0675,4.4639,0.01512130648087995
61,BC,BC.B,B,1,1,BC.B.1.1,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.510178804,34.9250946,350.140056,0.5,7.08,36.08,58,328,4.964,58,11.6841257050765,80.3615,16.1888597904915,1,0,0,0,0,0,130,26.1885576148267,114.0918,22.9838436744561,1,25,5.03626107977438,128.5566,25.8977840451249,1,0,0,0,0,0,213,323.0099,3,42.9089443996777,65.0704875100725,5,0,6,1,0,12,218,332.0427,43.9161966156326,66.890149073328,2478.99159648,0.057,1.276,0.04467084639498433
62,BC,BC.B,B,1,2,BC.B.1.2,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.813150764,34.35784531,381.9709702,0.58,8.52,53.94,68.5,232.5,7.306,101,13.8242540377772,126.0821,17.2573364358062,1,0,0,0,0,0,37,5.06433068710649,47.6675,6.52443197372023,1,9,1.23186422118806,109.8692,15.0382151656173,1,0,0,0,0,0,147,283.6188,3,20.1204489460717,38.8199835751437,5,0,6,1,0,12,147,283.6188,20.1204489460717,38.8199835751437,3254.392666104,0.036,2.077,0.01733269138180067
63,BC,BC.B,B,1,3,BC.B.1.3,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.446346998,37.125103,254.6473135,0.55,10.7,56.86,76.5,374.5,3.703,45,12.1523089386984,26.4618,7.14604374831218,1,0,0,0,0,0,87,23.4944639481501,97.2013,26.2493383742911,1,16,4.32082095598164,134.3209,36.2735349716446,1,0,0,0,0,0,148,257.984,3,39.9675938428301,69.6689170942479,5,0,6,1,0,12,150,259.0381,40.5076964623278,69.9535781798542,2724.72625445,0.042,2.089,0.020105313547151747
64,BC,BC.B,B,1,4,BC.B.1.4,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.608329892,34.82423782,254.6473135,0.53,8.8,48.48,26,337.5,4.561,46,10.0855075641307,57.0663,12.5117956588467,1,0,0,0,0,0,79,17.3207629905722,21.5365,4.72188116641088,1,23,5.04275378206534,126.1473,27.6578162683622,1,0,0,0,0,0,148,204.7501,3,32.449024336768296,44.8914930936198,5,0,6,1,0,12,149,207.0502,32.6682745012059,45.3957903968428,2240.8963588,0.038,1.574,0.0241423125794155
65,BC,BC.B,B,1,5,BC.B.1.5,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.974415302,36.90155029,445.6327986,0.58,11.1,58.68,67,184.5,1.504,24,15.9574468085106,9.9679,6.62759308510638,1,0,0,0,0,0,45,29.9202127659574,16.2292,10.7906914893617,1,2,1.32978723404255,13.8711,9.22280585106383,1,0,0,0,0,0,71,40.0682,3,47.2074468085106,26.6410904255319,5,0,6,1,0,12,71,40.0682,47.2074468085106,26.6410904255319,4946.52406446,0.057,2.28,0.025
66,BC,BC.B,B,1,6,BC.B.1.6,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.062674999,38.42295074,350.140056,0.52,12.1,62.84,152.5,271,3.77,47,12.4668435013263,61.0499,16.1936074270557,1,0,0,0,0,0,99,26.2599469496021,75.6172,20.0576127320955,1,20,5.30503978779841,191.8006,50.8754907161804,1,0,0,0,0,0,166,328.4677,3,44.0318302387268,87.1267108753316,5,0,6,1,0,12,176,473.9331,46.684350132626,125.711697612732,4236.6946776,0.029,2.029,0.014292755051749631
67,BC,BC.B,B,1,7,BC.B.1.7,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.286343336,37.1700325,95.49274255,0.48,7.78,20.4,41.5,182,1.323,30,22.6757369614512,26.2108,19.8116402116402,1,0,0,0,0,0,30,22.6757369614512,39.5641,29.9048374905518,1,11,8.31443688586546,119.2734,90.1537414965986,1,0,0,0,0,0,71,185.0483,3,53.6659108087679,139.870219198791,5,0,6,1,0,12,73,276.7699,55.177626606198,209.198715041572,742.933537039,0.03,1.353,0.022172949002217293
68,BC,BC.B,B,1,8,BC.B.1.8,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.054761648,37.34207916,31.83091418,0.55,7.3,48.14,27.5,199.5,0.522,7,13.4099616858238,3.9329,7.53429118773946,1,0,0,0,0,0,22,42.1455938697318,6.7471,12.9254789272031,1,6,11.4942528735632,39.3306,75.3459770114942,1,0,0,0,0,0,35,50.0106,3,67.0498084291188,95.8057471264368,5,0,6,1,0,12,37,53.0437,70.881226053639807,101.616283524904,232.365673514,0.053,1.869,0.02835741037988229
69,BC,BC.B,B,1,9,BC.B.1.9,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.961223006,34.61229324,318.3091418,0.56,10.9,62.1,101,275.5,4.216,25,5.92979127134725,9.6336,2.28500948766603,1,0,0,0,0,0,76,18.0265654648956,51.3896,12.1891840607211,1,6,1.42314990512334,73.8819,17.524169829222,1,0,0,0,0,0,107,134.9051,3,25.3795066413662,31.9983633776091,5,0,6,1,0,12,109,135.409,25.853889943074,32.1178842504744,3469.56964562,0.041,2.099,0.019533111005240588
70,BC,BC.B,B,1,10,BC.B.1.10,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.265876055,37.84144974,127.3236567,0.54,9.38,60.46,93,296.5,3.848,30,7.7962577962578,47.3412,12.3028066528067,1,0,0,0,0,0,76,19.7505197505198,35.6196,9.25665280665281,1,8,2.07900207900208,103.9585,27.0162422037422,1,0,0,0,0,0,114,186.9193,3,29.6257796257796,48.5757016632017,5,0,6,1,0,12,117,191.6463,30.4054054054054,49.804132016632,1194.295899846,0.077,2.875,0.026782608695652174
71,BC,BC.B,B,1,11,BC.B.1.11,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.676656365,34.51649857,63.66182837,0.47,9.82,41.46,13.5,152.5,0.854,30,35.1288056206089,30.6349,35.8722482435597,1,0,0,0,0,0,32,37.4707259953162,9.9334,11.6316159250585,1,1,1.17096018735363,27.3382,32.011943793911,1,0,0,0,0,0,63,67.9065,3,73.7704918032787,79.5158079625293,5,0,6,1,0,12,63,67.9065,73.7704918032787,79.5158079625293,625.1591545934,0.032,1.007,0.03177755710029792
72,BC,BC.B,B,1,12,BC.B.1.12,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.913173199,37.768302919999996,159.1545709,0.58,9.32,45.88,54.5,245.5,0.806,19,23.5732009925558,8.0898,10.0369727047146,1,0,0,0,0,0,12,14.8883374689826,3.3317,4.13362282878412,1,0,0,0,0,0,0,0,0,0,0,31,11.4215,2,38.4615384615385,14.1705955334988,5,0,6,1,0,12,31,11.4215,38.4615384615385,14.1705955334988,1483.320600788,0.036,2.012,0.017892644135188866
73,BC,BC.B,B,1,13,BC.B.1.13,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.944678664,37.17914581,254.6473135,0.59,10.26,48.14,77.5,324,3.847,48,12.4772550038991,263.5352,68.5040811021575,1,0,0,0,0,0,59,15.3366259422927,32.8488,8.53880946191838,1,10,2.59942812581232,130.3203,33.8758253184299,1,0,0,0,0,0,117,426.7043,3,30.4133090720042,110.918715882506,5,0,6,1,0,12,121,559.4776,31.4530803223291,145.432180920198,2612.68143651,0.064,1.894,0.033790918690601905
74,BC,BC.B,B,1,14,BC.B.1.14,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.106528997,35.45845413,95.49274255,0.63,9.3,39.08,35.5,300.5,1.4,30,21.4285714285714,11.1224,7.94457142857143,1,0,0,0,0,0,39,27.8571428571429,16.5552,11.8251428571429,1,2,1.42857142857143,16.7432,11.9594285714286,1,0,0,0,0,0,71,44.4208,3,50.7142857142857,31.7291428571429,5,0,6,1,0,12,74,66.173,52.8571428571429,47.2664285714286,888.082505715,0.059,1.273,0.046347211311861744
75,BC,BC.B,B,1,15,BC.B.1.15,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.18219471,35.43638992,190.9854851,0.59,9.96,50.62,62.5,223.5,2.166,33,15.2354570637119,120.2312,55.5084025854109,1,0,0,0,0,0,57,26.3157894736842,40.1947,18.5571098799631,1,5,2.3084025854109,60.8246,28.0815327793167,1,0,0,0,0,0,95,221.2505,3,43.859649122807,102.147045244691,5,0,6,1,0,12,101,230.31,46.6297322253001,106.329639889197,1902.215431596,0.041,1.91,0.021465968586387437
76,BC,BC.B,B,1,16,BC.B.1.16,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.821813822,34.8119278,95.49274255,0.58,10.76,48.72,55,241,2.993,9,3.00701637153358,22.2981,7.45008352823254,1,0,0,0,0,0,124,41.4300033411293,64.5751,21.5753758770464,1,11,3.67524223187437,97.5457,32.5912796525226,1,0,0,0,0,0,144,184.4189,3,48.1122619445373,61.6167390578015,5,0,6,1,0,12,148,185.2088,49.4487136652188,61.8806548613431,1027.501909838,0.059,2.064,0.028585271317829456
77,BC,BC.B,B,1,17,BC.B.1.17,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.976560712,35.37472153,445.6327986,0.63,15.02,62.68,143,207.5,6.286,6,0.954502068087814,67.0149,10.660976773783,1,0,0,0,0,0,127,20.2036271078587,69.7452,11.0953229398664,1,13,2.06808781419026,88.2712,14.0425071587655,1,0,0,0,0,0,146,225.0313,3,23.2262169901368,35.7988068724149,5,0,6,1,0,12,149,228.8739,23.7034680241807,36.4101018135539,6693.404634972,0.079,2.58,0.03062015503875969
78,BC,BC.B,B,1,18,BC.B.1.18,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.756767631,36.13784409,127.3236567,0.48,11.6,58.7,130,180,2.573,10,3.88651379712398,25.1632,9.77971239797901,1,0,0,0,0,0,82,31.8694131364166,79.9609,31.0769141080451,1,15,5.82977069568597,170.4898,66.2610959968908,1,0,0,0,0,0,107,275.6139,3,41.5856976292266,107.117722502915,5,0,6,1,0,12,115,290.9013,44.6949086669258,113.05919160513,1476.95441772,0.109,1.527,0.07138179436804191
79,BC,BC.B,B,1,19,BC.B.1.19,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,1.857560039,34.77556229,31.83091418,0.58,11.26,54.48,45.5,283.5,2.052,27,13.1578947368421,33.6384,16.3929824561403,1,0,0,0,0,0,55,26.8031189083821,51.5542,25.1238791423002,1,4,1.94931773879142,32.4014,15.7901559454191,1,0,0,0,0,0,86,117.594,3,41.9103313840156,57.3070175438596,5,0,6,1,0,12,87,120.2662,42.3976608187134,58.6092592592593,358.4160936668,0.071,2.17,0.03271889400921659
80,BC,BC.B,B,1,20,BC.B.1.20,Pacific,East Pacific,49,-122.8,22.5,26,7.8,250,0.95,6,2.349397898,36.09020996,127.3236567,0.55,8.78,45.64,78.5,224,3.334,30,8.99820035992801,28.8905,8.66541691661668,1,0,0,0,0,0,36,10.7978404319136,12.7889,3.83590281943611,1,9,2.6994601079784,54.2078,16.2590881823635,1,0,0,0,0,0,75,95.887200000000007,3,22.49550089982,28.7604079184163,5,0,6,1,0,12,76,96.7983,22.7954409118176,29.0336832633473,1117.901705826,0.043,1.511,0.028457974851091992
81,CR,CR.A,A,1,1,CR.A.1.1,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.529783607,35.57131195,318.3091418,0.46,7.63,37.35,71,33.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2428.698751934,0.0892,0.6811,0.13096461606225224
82,CR,CR.A,A,1,2,CR.A.1.2,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.616959214,35.68050003,318.3091419,0.57,10.66,52.96,70.5,58.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393.175452654,1.2179,1.7253,0.7059062192082536
83,CR,CR.A,A,1,3,CR.A.1.3,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.540352106,34.57899475,477.4637128,0.57,10.77,51.7,83,71.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5142.284186856,0.7801,1.513,0.5155981493721085
84,CR,CR.A,A,1,4,CR.A.1.4,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.62482214,34.97773743,302.3936848,0.56,10.22,52.98,78,46.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090.463458656,0.8278,1.4172,0.5841095117132373
85,CR,CR.A,A,1,5,CR.A.1.5,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.65380621,35.76926804,334.224599,0.616666667,12.85,60.81666667,155.5,56.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4294.78609715,0.7027,2.03,0.34615763546798034
86,CR,CR.A,A,1,6,CR.A.1.6,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.580103993,35.86916733,254.6473135,0.483333333,9.616666667,45.88333333,60,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2448.85833157655,0.4472,1.3705,0.32630426851514044
87,CR,CR.A,A,1,7,CR.A.1.7,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.574293256,34.83233261,270.5627706,0.52,11.5,52.03,57,39,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3111.4718619,0.6335,1.4765,0.4290551981036234
88,CR,CR.A,A,1,8,CR.A.1.8,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.698358297,35.34305573,350.1400561,0.51,10.03,46.73,78,32.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3511.904762683,0.2182,1.0373000000000001,0.2103538031427745
89,CR,CR.A,A,1,9,CR.A.1.9,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.702050924,34.6992836,366.0555132,0.52,10.1,47.82,67,27.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697.16068332,0.1677,1.2934,0.12965826503788463
90,CR,CR.A,A,1,10,CR.A.1.10,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.47938025,34.43419647,350.1400561,0.5,10.12,49.99,69,21,4.0101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,3543.417367732,0.1362,1.4912,0.09133583690987124
91,CR,CR.A,A,1,11,CR.A.1.11,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.489817381,33.88497925,286.4782277,0.54,9.41,46.29,137.5,52.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695.760122657,0.7429,1.3043,0.5695775511768765
92,CR,CR.A,A,1,12,CR.A.1.12,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.507556558,34.83924866,206.9009422,0.55,9.56,46.51,57,28,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977.973007432,0.5196,1.4738,0.35255801329895503
93,CR,CR.A,A,1,13,CR.A.1.13,Atlantic,East Atlantic,44.21154996,15.4906946,17,25,1.351875,250,0.84,4.06,1.435074568,32.76463318,334.224599,0.56,10.74,50.92,101.5,49.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3589.57219326,0.7205,1.7024,0.4232260338345865
